strain (F11), stress EBSD data set 1, stress EBSD data set 2, stress EBSD data set 3 ... stress EBSD data set 27, stress mean, stress std
0.99998,-0.00215340800841484,-0.00231262685533624,-0.00217336636645909,-0.00221330231792039,-0.00222753834037433,-0.0021534481552861,-0.00224296248997483,-0.00220858497251601,-0.00216407307582146,-0.00219519433222186,-0.0022199493349856,-0.00218393233936484,-0.00215277672615796,-0.00223550110365431,-0.00221196071217633,-0.00218173070570088,-0.00220225070113075,-0.00218141791248763,-0.00214869543050566,-0.00223478009382819,-0.00222971987729107,-0.00221815147949996,-0.00225223405403518,-0.00224312709890633,-0.0021668124167447,-0.00224290099493628,-0.00223820648884741,-0.00220698712535475,3.90270047190319e-05
0.99996,-0.00430681601678318,-0.00462525371067247,-0.00434673273300854,-0.00442660463586432,-0.00445507668090768,-0.00430689631052305,-0.00448592497997459,-0.00441716994524094,-0.00432814615182691,-0.00439038866435265,-0.00443989867006319,-0.00436786467882004,-0.00430555345238419,-0.00447100220724161,-0.00442392142441978,-0.0043634614113077,-0.00440450140244548,-0.00436283582497525,-0.00429739086101267,-0.00446956018763147,-0.00445943975442206,-0.00443630295886236,-0.00450446810816399,-0.00448625419794815,-0.00433362483351461,-0.00448580198998981,-0.00447641297774338,-0.00441397425074445,7.80540094411657e-05
0.99994,-0.00646022402508094,-0.00693788056598676,-0.00652009909953805,-0.00663990695376309,-0.00668261502146778,-0.00646034446578773,-0.00672888746992761,-0.00662575491791932,-0.00649221922778693,-0.00658558299646091,-0.00665984800511918,-0.00655179701825529,-0.00645833017858743,-0.00670650331078213,-0.0066358821366665,-0.00654519211691659,-0.00660675210373856,-0.00654425373744139,-0.00644608629149685,-0.00670434028143797,-0.00668915963150742,-0.00665445443820224,-0.00675670216226935,-0.00672938129701672,-0.00650043725023789,-0.00672870298499639,-0.00671461946656908,-0.00662096137610963,0.00011708101416341
0.99992,-0.0086136320334252,-0.00925050742134807,-0.00869346546608751,-0.00885320927168348,-0.00891015336202609,-0.00861379262104873,-0.00897184995990245,-0.0088343398905955,-0.00865629230376734,-0.00878077732861563,-0.00887979734022172,-0.0087357293576869,-0.00861110690483739,-0.00894200441432101,-0.0088478428489109,-0.00872692282249839,-0.0088090028050533,-0.00872567164992736,-0.00859478172200251,-0.00893912037526616,-0.00891887950863841,-0.00887260591756464,-0.00900893621637316,-0.00897250839610703,-0.00866724966698386,-0.00897160398002466,-0.00895282595541649,-0.00882794850149385,0.000156108018887163
0.9999,-0.0107670400417935,-0.0115631342766843,-0.0108668318326386,-0.0110665115896274,-0.0111376917025844,-0.0107672407763348,-0.0112148124499022,-0.0110429248633204,-0.0108203653797728,-0.0109759716607455,-0.0110997466752993,-0.0109196616971673,-0.0107638836310874,-0.0111775055178833,-0.0110598035611543,-0.0109086535281289,-0.011011253506368,-0.010907089562415,-0.0107434771525082,-0.0111739004690706,-0.0111485993857455,-0.0110907573969023,-0.0112611702705003,-0.0112156354951488,-0.0108340620837286,-0.0112145049750782,-0.0111910324442639,-0.0110349356268835,0.000195135023602766
0.99988,-0.0129204480501378,-0.0138757611320205,-0.013040198199188,-0.0132798139075478,-0.0133652300431178,-0.0129206889315969,-0.013457774939877,-0.0132515098360204,-0.0129844384557782,-0.0131711659928763,-0.0133196960103769,-0.0131035940366242,-0.0129166603573136,-0.0134130066214706,-0.0132717642734227,-0.0130903842337594,-0.0132135042076828,-0.0130885074749026,-0.0128921725830152,-0.0134086805628739,-0.0133783192628765,-0.0133089088762399,-0.0135134043246291,-0.0134587625942392,-0.0130008745004985,-0.0134574059701065,-0.0134292389331599,-0.0132419227522723,0.000234162028323833
0.99986,-0.0150738560584821,-0.0161883879873568,-0.0152135645657391,-0.0154931162254682,-0.0155927683836996,-0.0150741370868579,-0.0157007374298768,-0.0154600948087204,-0.0151485115317837,-0.0153663603250062,-0.0155396453454545,-0.0152875263760558,-0.0150694370835635,-0.0156485077250329,-0.015483724985691,-0.0152721149393662,-0.0154157549089975,-0.0152699253873902,-0.0150408680135209,-0.0156434606567021,-0.0156080391399836,-0.0155270603556023,-0.0157656383787563,-0.0157018896933057,-0.0151676869172432,-0.0157003069651581,-0.0156674454220073,-0.0154489098776601,0.000273189033045878
0.99984,-0.0172272640668013,-0.018501014842693,-0.0173869309322886,-0.0177064185434121,-0.0178203067242579,-0.017227585242144,-0.0179436999198516,-0.0176686797814454,-0.0173125846077652,-0.017561554657136,-0.0177595946805321,-0.0174714587155126,-0.0172222138098135,-0.0178840088285952,-0.0176956856979344,-0.0174538456449968,-0.0176180056103122,-0.0174513432998779,-0.0171895634440265,-0.0178782407505303,-0.0178377590171146,-0.0177452118349639,-0.0180178724328835,-0.0179450167923713,-0.0173344993340131,-0.0179432079602116,-0.0179056519108547,-0.0176558970030496,0.000312216037766091
0.99982,-0.0193806720751482,-0.0208136416980073,-0.0195602972988181,-0.0199197208613361,-0.0200478450647945,-0.0193810333973595,-0.0201866624098046,-0.0198772647541237,-0.0194766576837492,-0.0197567489892452,-0.0199795440155881,-0.0196553910549462,-0.0193749905360168,-0.0201195099321358,-0.0199076464101812,-0.019635576350582,-0.0198202563116053,-0.019632761212344,-0.0193382588745107,-0.0201130208443119,-0.0200674788941999,-0.0199633633143046,-0.0202701064869655,-0.0201881438914399,-0.0195013117507364,-0.0201861089552182,-0.0201438583997289,-0.0198628841284149,0.000351243042487397
0.9998,-0.0215340800834924,-0.0231262685533435,-0.0217336636653675,-0.02213302317928,-0.0222753834053279,-0.0215344815526456,-0.0224296248998044,-0.0220858497268487,-0.0216407307597296,-0.0219519433213751,-0.0221994933506657,-0.0218393233944031,-0.021527767262243,-0.0223550110357231,-0.0221196071224246,-0.0218173070562125,-0.0220225070129201,-0.0218141791248063,-0.0214869543050177,-0.0223478009381401,-0.0222971987713309,-0.0221815147936422,-0.0225223405411177,-0.0224312709905064,-0.0216681241675063,-0.0224290099502465,-0.0223820648885764,-0.0220698712538036,0.000390270047209235
