strain (F12), twin GBs- stress, random GBs- stress, strains (F12)- Twin GBs- stress
0.00356,0.330373825302424,0.392845301818966,-0.00356,-0.330686845404694
0.00358,0.330885816016407,0.395052297896602,-0.00358,-0.331216271104065
0.0036,0.33134025903168,0.397259293974236,-0.0036,-0.331686509273121
0.00362,0.331743622621122,0.399466290051871,-0.00362,-0.332104176926204
0.00364,0.332101648089723,0.401673286129505,-0.00364,-0.332475151251286
0.00366,0.332419431462126,0.403880282207141,-0.00366,-0.332804652344829
0.00368,0.332701495995072,0.406087278284775,-0.00368,-0.333097316690254
0.0037,0.332951856544422,0.408294274362409,-0.0037,-0.333357262416527
0.00372,0.33317407670102,0.410501270440044,-0.00372,-0.333588147257168
0.00374,0.333371319507238,0.41270826651768,-0.00374,-0.333793220026735
0.00376,0.333546392475024,0.414915262595314,-0.00376,-0.333975366340251
0.00378,0.333701787545338,0.417122258672948,-0.00378,-0.334137149219879
0.0038,0.333839716557243,0.419329254750583,-0.0038,-0.334280845160727
0.00382,0.33396214273097,0.421536250828218,-0.00382,-0.334408476163903
0.00384,0.33407080861279,0.423743246905853,-0.00384,-0.334521838187824
0.00386,0.334167260879202,0.425950242983487,-0.00386,-0.334622526418461
0.00388,0.334252872353346,0.428157239061121,-0.00388,-0.33471195771422
0.0039,0.334328861546847,0.430364235138757,-0.0039,-0.334791390541477
0.00392,0.334396310005212,0.432571231216391,-0.00392,-0.33486194268131
0.00394,0.334456177703619,0.434778227294026,-0.00394,-0.334924606956764
0.00396,0.334509316712142,0.43698522337166,-0.00396,-0.334980265201798
0.00398,0.334556483325012,0.439192219449294,-0.00398,-0.335029700668696
0.004,0.334598348826426,0.44139921552693,-0.004,-0.335073609048387
0.00402,0.334635509046278,0.443606211604564,-0.00402,-0.335112608258845
0.00404,0.334668492841697,0.445813207682199,-0.00404,-0.335147247139224
0.00406,0.334697769625232,0.448020203759833,-0.00406,-0.335178013172096
0.00408,0.334723756046803,0.450227199837469,-0.00408,-0.335205339342477
0.0041,0.334746821924541,0.452434195915103,-0.0041,-0.335229610230047
0.00412,0.334767295508932,0.454641191992737,-0.00412,-0.33525116742038
0.00414,0.334785468155254,0.456848188070371,-0.00414,-0.335270314311243
0.00416,0.334801598470771,0.459055184148007,-0.00416,-0.335287320381664
0.00418,0.334815915995759,0.461262180225642,-0.00418,-0.335302424983701
0.0042,0.334828624470729,0.463469176303276,-0.0042,-0.335315840710401
0.00422,0.334839904736408,0.46567617238091,-0.00422,-0.335327756387249
0.00424,0.33484991730776,0.467883168458546,-0.00424,-0.335338339729188
0.00426,0.334858804658598,0.47009016453618,-0.00426,-0.335347739700661
0.00428,0.334866693249472,0.472297160613815,-0.00428,-0.335356088611779
0.0043,0.334873695327548,0.474504156691449,-0.0043,-0.335363503980196
0.00432,0.334879910524191,0.476711152769085,-0.00432,-0.335370090184835
0.00434,0.33488542727299,0.478918148846719,-0.00434,-0.335375939934749
0.00436,0.334890324068346,0.481125144924353,-0.00436,-0.335381135573763
0.00438,0.334894670582638,0.483332141001988,-0.00438,-0.335385750239299
0.0044,0.334898528657773,0.485539137079624,-0.0044,-0.335389848891603
0.00442,0.334901953185313,0.487746133157258,-0.00442,-0.335393489227979
0.00444,0.334904992887648,0.489953129234892,-0.00444,-0.335396722494764
0.00446,0.334907691011406,0.492160125312527,-0.00446,-0.335399594208561
0.00448,0.334910085942859,0.494367121390162,-0.00448,-0.335402144796812
0.0045,0.33491221175422,0.496574117467797,-0.0045,-0.3354044101668
0.00452,0.334914098688502,0.498781113545431,-0.00452,-0.335406422210994
0.00454,0.334915773589876,0.500988109623065,-0.00454,-0.335408209255943
0.00456,0.334917260285695,0.503195105700701,-0.00456,-0.335409796460948
0.00458,0.334918579925524,0.505402101778335,-0.00458,-0.335411206172163
0.0046,0.334919751282116,0.50760909785597,-0.0046,-0.335412458237154
0.00462,0.334920791018523,0.509816093933604,-0.00462,-0.335413570284238
0.00464,0.334921713925209,0.512023090011239,-0.00464,-0.335414557970616
0.00466,0.3349225331305,0.514230086088874,-0.00466,-0.335415435202763
0.00468,0.334923260287391,0.516437082166508,-0.00468,-0.335416214332167
0.0047,0.334923905739335,0.518644078244142,-0.0047,-0.335416906329214
0.00472,0.334924478667431,0.520851074321778,-0.00472,-0.335417520937581
0.00474,0.334924987221036,0.52305807039941,-0.00474,-0.335418066811421
0.00476,0.334925438633739,0.525265066477044,-0.00476,-0.33541855163717
0.00478,0.33492583932625,0.527472062554679,-0.00478,-0.335418982241762
0.0048,0.334926194997777,0.529679058632314,-0.0048,-0.335419364688737
0.00482,0.334926510707086,0.531886054709949,-0.00482,-0.335419704363575
0.00484,0.334926790944484,0.534093050787583,-0.00484,-0.335420006049543
0.00486,0.334927039695694,0.536300046865217,-0.00486,-0.335420273995021
0.00488,0.334927260498576,0.538507042942853,-0.00488,-0.335420511973313
0.0049,0.334927456493443,0.540714039020488,-0.0049,-0.335420723335755
0.00492,0.334927630467728,0.542921035098122,-0.00492,-0.335420911058932
0.00494,0.334927784895657,0.545128031175756,-0.00494,-0.335421077786553
0.00496,0.33492792197343,0.547335027253391,-0.00496,-0.335421225866682
0.00498,0.334928043650476,0.549542023331026,-0.00498,-0.335421357384809
0.005,0.33492815165718,0.551749019408661,-0.005,-0.335421474193195
0.00502,0.334928247529477,0.553956015486295,-0.00502,-0.335421577936961
0.00504,0.334928332630744,0.556163011563931,-0.00504,-0.335421670077256
0.00506,0.334928408171147,0.558370007641565,-0.00506,-0.335421751911818
0.00508,0.334928475224887,0.560577003719199,-0.00508,-0.335421824593251
0.0051,0.334928534745458,0.562783999796834,-0.0051,-0.335421889145273
0.00512,0.334928587579234,0.56499099587447,-0.00512,-0.335421946477092
0.00514,0.334928634477482,0.567197991952104,-0.00514,-0.335421997396255
0.00516,0.334928676107055,0.569404988029738,-0.00516,-0.335422042619975
0.00518,0.334928713059888,0.571611984107372,-0.00518,-0.335422082785272
0.0052,0.334928745861405,0.573818980185008,-0.0052,-0.33542211845791
0.00522,0.334928774977998,0.576025976262643,-0.00522,-0.33542215014038
0.00524,0.334928800823655,0.578232972340277,-0.00524,-0.33542217827898
0.00526,0.334928823765857,0.580439968417911,-0.00526,-0.335422203270088
0.00528,0.334928844130784,0.582646964495547,-0.00528,-0.335422225465747
0.0053,0.334928862207986,0.584853960573181,-0.0053,-0.335422245178632
0.00532,0.334928878254471,0.587060956650815,-0.00532,-0.33542226268645
0.00534,0.334928892498373,0.58926795272845,-0.00534,-0.335422278235839
0.00536,0.334928905142199,0.591474948806085,-0.00536,-0.335422292045855
0.00538,0.334928916365704,0.59368194488372,-0.00538,-0.335422304311058
0.0054,0.334928926328445,0.595888940961354,-0.0054,-0.335422315204241
0.00542,0.334928935172055,0.598095937038988,-0.00542,-0.335422324878874
0.00544,0.334928943022259,0.600302933116625,-0.00544,-0.335422333471259
0.00546,0.334928949990646,0.602509929194258,-0.00546,-0.335422341102454
0.00548,0.334928956176286,0.604716925271893,-0.00548,-0.335422347879976
0.0055,0.334928961667101,0.606923921349527,-0.0055,-0.335422353899316
0.00552,0.33492896654115,0.609130917427163,-0.00552,-0.335422359245287
0.00554,0.334928970867715,0.611337913504797,-0.00554,-0.335422363993215
0.00556,0.334928974708294,0.613544909582432,-0.00556,-0.33542236820999
0.00558,0.33492897811748,0.615751905660066,-0.00558,-0.335422371955032
0.0056,0.334928981143734,0.617958901737702,-0.0056,-0.335422375281109
0.00562,0.334928983830069,0.620165897815336,-0.00562,-0.335422378235096
0.00564,0.334928986214672,0.62237289389297,-0.00564,-0.335422380858611
0.00566,0.334928988331428,0.624579889970605,-0.00566,-0.335422383188623
0.00568,0.334928990210434,0.62678688604824,-0.00568,-0.335422385257967
0.0057,0.334928991878388,0.628993882125875,-0.0057,-0.335422387095798
0.00572,0.334928993358999,0.631200878203509,-0.00572,-0.335422388728023
0.00574,0.334928994673312,0.633407874281143,-0.00574,-0.335422390177639
0.00576,0.334928995840007,0.635614870358779,-0.00576,-0.335422391465073
0.00578,0.334928996875662,0.637821866436413,-0.00578,-0.335422392608469
0.0058,0.334928997794996,0.640028862514047,-0.0058,-0.335422393623946
0.00582,0.334928998611076,0.642235858591682,-0.00582,-0.335422394525807
0.00584,0.334928999335498,0.644442854669317,-0.00584,-0.33542239532677
0.00586,0.334928999978558,0.646649850746952,-0.00586,-0.335422396038117
0.00588,0.334929000549394,0.648856846824586,-0.00588,-0.335422396669879
0.0059,0.33492900105612,0.65106384290222,-0.0059,-0.335422397230952
0.00592,0.334929001505937,0.653270838979856,-0.00592,-0.335422397729249
0.00594,0.334929001905236,0.655477835057491,-0.00594,-0.335422398171801
0.00596,0.334929002259686,0.657684831135125,-0.00596,-0.335422398564831
0.00598,0.334929002574333,0.659891827212759,-0.00598,-0.33542239891389
0.006,0.334929002853641,0.662098823290395,-0.006,-0.335422399223891
0.00602,0.334929003101581,0.664305819368029,-0.00602,-0.335422399499204
0.00604,0.334929003321675,0.666512815445664,-0.00604,-0.335422399743715
0.00606,0.334929003517054,0.668719811523298,-0.00606,-0.335422399960865
0.00608,0.33492900369049,0.670926807600934,-0.00608,-0.335422400153723
0.0061,0.334929003844447,0.673133803678568,-0.0061,-0.335422400324997
0.00612,0.334929003981116,0.675340799756202,-0.00612,-0.335422400477109
0.00614,0.334929004102437,0.677547795833837,-0.00614,-0.335422400612197
0.00616,0.334929004210133,0.679754791911473,-0.00616,-0.335422400732171
0.00618,0.334929004305737,0.681961787989107,-0.00618,-0.335422400838725
0.0062,0.334929004390604,0.684168784066741,-0.0062,-0.335422400933352
0.00622,0.334929004465939,0.686375780144375,-0.00622,-0.33542240101739
0.00624,0.334929004532812,0.688582776222011,-0.00624,-0.335422401092024
0.00626,0.334929004592179,0.690789772299646,-0.00626,-0.33542240115831
0.00628,0.334929004644879,0.69299676837728,-0.00628,-0.335422401217178
0.0063,0.334929004691663,0.695203764454914,-0.0063,-0.335422401269455
0.00632,0.334929004733188,0.69741076053255,-0.00632,-0.335422401315881
0.00634,0.334929004770056,0.699617756610184,-0.00634,-0.335422401357119
0.00636,0.33492900480278,0.701824752687818,-0.00636,-0.33542240139374
0.00638,0.334929004831831,0.704031748765453,-0.00638,-0.335422401426257
0.0064,0.33492900485762,0.706238744843088,-0.0064,-0.335422401455141
0.00642,0.334929004880514,0.708445740920723,-0.00642,-0.335422401480791
0.00644,0.334929004900837,0.710652736998357,-0.00644,-0.335422401503572
0.00646,0.334929004918875,0.712859733075991,-0.00646,-0.335422401523799
0.00648,0.334929004934889,0.715066729153627,-0.00648,-0.335422401541766
0.0065,0.334929004949106,0.717273725231262,-0.0065,-0.335422401557724
0.00652,0.334929004961726,0.719480721308896,-0.00652,-0.335422401571892
0.00654,0.334929004972927,0.721687717386531,-0.00654,-0.335422401584479
0.00656,0.334929004982878,0.723894713464166,-0.00656,-0.335422401595654
0.00658,0.334929004991704,0.7261017095418,-0.00658,-0.335422401605577
0.0066,0.334929004999537,0.728308705619435,-0.0066,-0.335422401614392
0.00662,0.334929005006496,0.730515701697069,-0.00662,-0.335422401622217
0.00664,0.334929005012674,0.732722697774702,-0.00664,-0.335422401629172
0.00666,0.334929005018159,0.734929693852336,-0.00666,-0.335422401635349
0.00668,0.334929005023026,0.737136689929971,-0.00668,-0.335422401640827
0.0067,0.334929005027346,0.739343686007605,-0.0067,-0.335422401645699
0.00672,0.33492900503118,0.741550682085241,-0.00672,-0.335422401650023
0.00674,0.334929005034586,0.743757678162875,-0.00674,-0.335422401653864
0.00676,0.334929005037604,0.74596467424051,-0.00676,-0.335422401657275
0.00678,0.334929005040292,0.748171670318144,-0.00678,-0.335422401660305
0.0068,0.334929005042673,0.75037866639578,-0.0068,-0.335422401662991
0.00682,0.334929005044786,0.752585662473414,-0.00682,-0.33542240166538
0.00684,0.334929005046663,0.754792658551048,-0.00684,-0.335422401667502
0.00686,0.334929005048331,0.756999654628683,-0.00686,-0.33542240166939
0.00688,0.334929005049808,0.759206650706318,-0.00688,-0.335422401671064
0.0069,0.334929005051122,0.761413646783952,-0.0069,-0.335422401672547
0.00692,0.334929005052286,0.763620642861587,-0.00692,-0.335422401673865
0.00694,0.33492900505332,0.765827638939221,-0.00694,-0.335422401675037
0.00696,0.33492900505424,0.768034635016857,-0.00696,-0.335422401676081
0.00698,0.334929005055057,0.770241631094492,-0.00698,-0.335422401677001
0.007,0.334929005055784,0.772448627172125,-0.007,-0.335422401677823
0.00702,0.334929005056426,0.77465562324976,-0.00702,-0.335422401678551
0.00704,0.334929005056995,0.776862619327395,-0.00704,-0.3354224016792
0.00706,0.334929005057504,0.77906961540503,-0.00706,-0.335422401679772
0.00708,0.334929005057952,0.781276611482665,-0.00708,-0.335422401680286
0.0071,0.334929005058351,0.783483607560298,-0.0071,-0.335422401680737
0.00712,0.334929005058707,0.785690603637935,-0.00712,-0.335422401681138
0.00714,0.33492900505902,0.787897599715569,-0.00714,-0.335422401681499
0.00716,0.3349290050593,0.790104595793203,-0.00716,-0.335422401681814
0.00718,0.33492900505955,0.792311591870837,-0.00718,-0.335422401682098
0.0072,0.334929005059767,0.794518587948473,-0.0072,-0.335422401682347
0.00722,0.334929005059962,0.796725584026107,-0.00722,-0.335422401682569
0.00724,0.334929005060136,0.798932580103742,-0.00724,-0.335422401682764
0.00726,0.334929005060291,0.801139576181376,-0.00726,-0.335422401682944
0.00728,0.334929005060429,0.803346572259012,-0.00728,-0.335422401683098
0.0073,0.334929005060548,0.805553568336646,-0.0073,-0.335422401683236
0.00732,0.334929005060657,0.80776056441428,-0.00732,-0.335422401683363
0.00734,0.33492900506075,0.809967560491915,-0.00734,-0.335422401683468
0.00736,0.334929005060837,0.812174556569551,-0.00736,-0.335422401683566
0.00738,0.33492900506091,0.814381552647185,-0.00738,-0.33542240168365
0.0074,0.334929005060976,0.816588548724819,-0.0074,-0.335422401683727
0.00742,0.334929005061039,0.818795544802454,-0.00742,-0.335422401683795
0.00744,0.334929005061092,0.821002540880089,-0.00744,-0.335422401683859
0.00746,0.334929005061137,0.823209536957723,-0.00746,-0.33542240168391
0.00748,0.33492900506118,0.825416533035357,-0.00748,-0.335422401683958
0.0075,0.334929005061217,0.827623529112992,-0.0075,-0.335422401684001
0.00752,0.334929005061248,0.829830525190628,-0.00752,-0.335422401684035
0.00754,0.334929005061277,0.832037521268262,-0.00754,-0.335422401684071
0.00756,0.334929005061303,0.834244517345897,-0.00756,-0.335422401684102
0.00758,0.334929005061328,0.836451513423531,-0.00758,-0.335422401684127
0.0076,0.334929005061346,0.838658509501167,-0.0076,-0.335422401684152
0.00762,0.334929005061364,0.840865505578801,-0.00762,-0.33542240168417
0.00764,0.33492900506138,0.843072501656436,-0.00764,-0.335422401684186
