GBE subset- total dv/dt, CSL3 dv/dt, GBE- total dv/dt, CSL3 dv/dt, non-GBE- total dv/dt, CSL3 dv/dt
0.00749175564043991,0.00462487844614898,0.0262181612327115,0.0201283156016717,0.019774253505358,0.0151623182628722
0.0075512117188391,0.0046686872850473,0.026431142953583,0.0203151989007765,0.0199066212907543,0.0152716335300418
0.00760826749566629,0.00471072751665688,0.0266341822186831,0.0204933580776544,0.0200333390956391,0.0153764181207625
0.00766301987414914,0.00475107054194204,0.0268277431656431,0.0206632003947308,0.0201544119470541,0.0154766265853868
0.00771556184544442,0.00478978487934234,0.0270122682644751,0.0208251141019489,0.0202697538290166,0.0155721223349617
0.00776598264656164,0.00482693628113584,0.0271883630534371,0.0209796530486848,0.0203796641309464,0.0156629978325271
0.00781436791192075,0.00486258784511145,0.0273570805460687,0.0211278215761304,0.0204852205516102,0.0157500159078574
0.00786079981878468,0.00489680012172675,0.0275183046733423,0.0212694598659368,0.0205858124764818,0.0158329812178631
0.00790583696728364,0.00493011095740511,0.0276719552679621,0.0214044446702395,0.0206818224402291,0.0159122334350895
0.00794931600662518,0.00496234520019742,0.0278183880947833,0.0215330885342901,0.0207731249457708,0.0159876068791009
0.00799099062263281,0.00499324168966292,0.0279579422054561,0.0216556893204659,0.0208599490683364,0.0160592913969045
0.00803093570145841,0.00502285594449783,0.0280909407234398,0.0217725308979317,0.0209428733856304,0.0161278284387916
0.00806922302137275,0.00505124117929334,0.0282176915921049,0.021883883799831,0.0210224447578887,0.0161933179440737
0.00810592138174365,0.00507844840015564,0.0283384882876956,0.0219900058496566,0.0210982713867404,0.0162557578751024
0.00814109672666413,0.00510452649636137,0.0284536104987885,0.0220911427581337,0.0211703112561397,0.0163150938019579
0.00817481226344591,0.00512952232820585,0.0285633247738171,0.0221875286920946,0.021238750168198,0.0163714800569693
0.00820712857619771,0.00515348081120795,0.0286678851381621,0.022279386816581,0.021303764384021,0.0164250633030305
0.0082381037346958,0.00517644499682243,0.0287675336822273,0.022366929811493,0.0213655210664949,0.0164759829152147
0.00826779339872474,0.00519845614979711,0.0288627903411653,0.0224506495831915,0.0214241786985745,0.0165243713434254
0.00829625091809666,0.00521955382232447,0.0289536573169815,0.0225305248368602,0.0214798874782438,0.0165703544570837
0.00832352742852166,0.00523977592511668,0.0290402200750413,0.0226066165194332,0.0215327896911914,0.0166140518726775
0.00834967194349151,0.00525915879552755,0.0291226824662592,0.0226791038219349,0.0215830200623464,0.016655577265096
0.00837473144235501,0.00527773726284789,0.0292012386824769,0.0227481574446231,0.0216307060872287,0.0166950386635001
0.00839875095473941,0.00529554471089438,0.0292760737136804,0.0228139399988743,0.0216759683442227,0.0167325387325222
0.00842177364146629,0.0053126131379983,0.0293473637834953,0.0228766063900094,0.021718920788756,0.016768175039523
0.00844391853417709,0.00532905087657259,0.0294152767640592,0.0229363041819657,0.0217596710304382,0.0168020403085831
0.00846542942080608,0.00534509216992329,0.0294799725711954,0.0229931739446538,0.0217983205941992,0.0168342226619015
0.00848603456019187,0.00536045802123525,0.0295416035408438,0.0230473495848458,0.0218350331046395,0.0168648737873094
0.00850577209072056,0.00537517687141198,0.0296003431517926,0.0230989586613384,0.021869950011236,0.0168941252091881
0.00852467854487005,0.00538927596378402,0.0296565098362571,0.0231481221789862,0.0219031694774512,0.0169219160737193
0.00854278891682803,0.00540278139453443,0.0297100106486936,0.0231949521785988,0.0219346405208327,0.0169483181309024
0.0085601367272633,0.00541571816100078,0.0297609720155394,0.023239559320763,0.0219645692251556,0.0169735604309381
0.00857675408537528,0.00542811020794631,0.0298095143559285,0.0232820490075221,0.0219928533708351,0.0169975370455413
0.00859267174832301,0.00543998047187899,0.0298557523660712,0.0233225216313035,0.0220195574714284,0.0170203083799445
0.00860791917816195,0.00545135092351035,0.0298997952900764,0.0233610728119424,0.0220447450911689,0.0170419352679338
0.00862252459637092,0.00546224260841854,0.0299417471778611,0.0233977936224317,0.0220684753535989,0.0170624754942417
0.0086365150360963,0.0054726756860064,0.0299818263019782,0.0234327708039117,0.0220908031258893,0.0170819839479399
0.0086499163921856,0.00548266946681514,0.0300200493746505,0.0234660868112773,0.0221117792030401,0.0171005127677863
0.00866275346912027,0.00549224244826918,0.0300566056238118,0.0234979689778561,0.0221314504942915,0.0171181114799503
0.00867505002692659,0.00550141234891072,0.0300914083849282,0.023528322286585,0.0221498602141277,0.0171348271282841
0.0086868288251567,0.00551019614120107,0.0301245369688565,0.0235572153470154,0.0221670714917299,0.0171507278088625
0.00869811166501788,0.00551861008293475,0.0301560716276865,0.0235847181466031,0.0221831693147412,0.0171659049245789
0.00870891942972285,0.00552666974733224,0.0301860887394763,0.0236108972935516,0.0221981010087855,0.0171803140044904
0.00871927212314616,0.00553439005186551,0.0302146609930811,0.0236358161779713,0.0222118982858341,0.0171939943458903
0.00872918890685237,0.00554178528587129,0.0302418575639121,0.0236595351251807,0.022224590192546,0.0172069832425814
0.00873868813556034,0.00554886913699931,0.0302677442812569,0.0236821115415797,0.0222362033867796,0.0172193160803353
0.00874778739112059,0.00555565471654795,0.0302923837873927,0.0237036000534392,0.0222468355115197,0.0172310995030558
0.00875650351505941,0.00556215458373527,0.030315835688993,0.0237240526388978,0.0222564164711658,0.0172422758166519
0.00876485263975069,0.00556838076894334,0.0303381567011205,0.0237435187535395,0.0222649662928156,0.0172528736417972
0.00877285021827479,0.00557434479598579,0.0303594007842212,0.0237620454498531,0.0222725072808223,0.0172629232540253
0.00878055550935453,0.00558010215976984,0.0303796192743886,0.0237796774908203,0.0222790608948813,0.0172724532787205
