GBE EBSD data- Phi, Cumulative Frequency, phi1, Cumulative Frequency, phi2, Cumulative Frequency, GBE distribution data- Phi, Cumulative Frequency, phi1, Cumulative Frequency, phi2, Cumulative Frequency, non-GBE EBSD data- Phi, Cumulative Frequency, phi1, Cumulative Frequency, phi2, Cumulative Frequency, non-GBE distribution data- Phi, Cumulative Frequency, phi1, Cumulative Frequency, phi2, Cumulative Frequency,GBE subset EBSD data- Phi, Cumulative Frequency, phi1, Cumulative Frequency, phi2, Cumulative Frequency, GBE subset distribution data- Phi, Cumulative Frequency, phi1, Cumulative Frequency, phi2, Cumulative Frequency
0.0603216,0.00221729490022173,0.098844,0.0133037694013304,0.075396,0.0254988913525499,0.075372,0.00413333333333333,0.075408,0.0114666666666667,0.0753,0.00473333333333333,0.0310968,0.00276243093922652,0.075396,0.0138121546961326,0.0813,0.0303867403314917,0.075384,0.0058,0.075408,0.00933333333333333,0.075384,0.00566666666666667,0.1430576,0.0037593984962406,0.087204,0.0225563909774436,0.075384,0.0263157894736842,0.07524,0.00166666666666667,0.075408,0.0126,0.075396,0.0038
0.0612234,0.00221729490022173,0.105081,0.0155210643015521,0.081679,0.0321507760532151,0.081653,0.00446666666666667,0.081692,0.0122,0.081575,0.00513333333333333,0.0320382,0.00276243093922652,0.081679,0.0151933701657459,0.087575,0.0345303867403315,0.081666,0.00666666666666667,0.081692,0.0104666666666667,0.081666,0.00573333333333333,0.1438374,0.0037593984962406,0.093471,0.0225563909774436,0.081666,0.0263157894736842,0.08151,0.00206666666666667,0.081692,0.0138,0.081679,0.0046
0.0621252,0.00221729490022173,0.111318,0.0177383592017738,0.087962,0.0354767184035477,0.087934,0.00486666666666667,0.087976,0.0130666666666667,0.08785,0.00566666666666667,0.0329796,0.00276243093922652,0.087962,0.0151933701657459,0.09385,0.0428176795580111,0.087948,0.00766666666666667,0.087976,0.0113333333333333,0.087948,0.0062,0.1446172,0.0037593984962406,0.099738,0.0225563909774436,0.087948,0.0263157894736842,0.08778,0.00226666666666667,0.087976,0.0147333333333333,0.087962,0.00486666666666667
0.063027,0.00221729490022173,0.117555,0.0188470066518847,0.094245,0.0365853658536585,0.094215,0.00573333333333333,0.09426,0.0140666666666667,0.094125,0.0062,0.033921,0.00276243093922652,0.094245,0.0165745856353591,0.100125,0.0497237569060773,0.09423,0.00866666666666667,0.09426,0.0122,0.09423,0.00673333333333333,0.145397,0.0037593984962406,0.106005,0.0225563909774436,0.09423,0.0300751879699248,0.09405,0.00246666666666667,0.09426,0.0162666666666667,0.094245,0.0054
0.0639288,0.00221729490022173,0.123792,0.0210643015521064,0.100528,0.0376940133037694,0.100496,0.00626666666666667,0.100544,0.0145333333333333,0.1004,0.0068,0.0348624,0.00414364640883978,0.100528,0.0179558011049724,0.1064,0.0511049723756906,0.100512,0.00986666666666667,0.100544,0.0130666666666667,0.100512,0.00733333333333333,0.1461768,0.0037593984962406,0.112272,0.0225563909774436,0.100512,0.0300751879699248,0.10032,0.0028,0.100544,0.0172,0.100528,0.00573333333333333
0.0648306,0.00221729490022173,0.130029,0.0221729490022173,0.106811,0.0399113082039911,0.106777,0.00726666666666667,0.106828,0.0151333333333333,0.106675,0.00706666666666667,0.0358038,0.00414364640883978,0.106811,0.0179558011049724,0.112675,0.0552486187845304,0.106794,0.0114,0.106828,0.014,0.106794,0.0084,0.1469566,0.0037593984962406,0.118539,0.0263157894736842,0.106794,0.0300751879699248,0.10659,0.00306666666666667,0.106828,0.0185333333333333,0.106811,0.00646666666666667
0.0657324,0.00221729490022173,0.136266,0.0232815964523282,0.113094,0.0421286031042129,0.113058,0.00806666666666667,0.113112,0.016,0.11295,0.0074,0.0367452,0.00552486187845304,0.113094,0.0193370165745856,0.11895,0.0580110497237569,0.113076,0.0123333333333333,0.113112,0.0146666666666667,0.113076,0.0094,0.1477364,0.0037593984962406,0.124806,0.0263157894736842,0.113076,0.0300751879699248,0.11286,0.00353333333333333,0.113112,0.0193333333333333,0.113094,0.00733333333333333
0.0666342,0.00332594235033259,0.142503,0.024390243902439,0.119377,0.0454545454545455,0.119339,0.00906666666666667,0.119396,0.0167333333333333,0.119225,0.00826666666666667,0.0376866,0.00552486187845304,0.119377,0.0207182320441989,0.125225,0.0635359116022099,0.119358,0.0140666666666667,0.119396,0.0153333333333333,0.119358,0.0102,0.1485162,0.0037593984962406,0.131073,0.0300751879699248,0.119358,0.0300751879699248,0.11913,0.0038,0.119396,0.0204,0.119377,0.0078
0.067536,0.00332594235033259,0.14874,0.0277161862527716,0.12566,0.0476718403547672,0.12562,0.0104,0.12568,0.0176,0.1255,0.009,0.038628,0.00552486187845304,0.12566,0.0220994475138122,0.1315,0.0662983425414365,0.12564,0.0153333333333333,0.12568,0.016,0.12564,0.0106666666666667,0.149296,0.0037593984962406,0.13734,0.0338345864661654,0.12564,0.0300751879699248,0.1254,0.00393333333333333,0.12568,0.0211333333333333,0.12566,0.00813333333333333
0.0684378,0.00332594235033259,0.154977,0.0288248337028825,0.131943,0.0498891352549889,0.131901,0.0112,0.131964,0.0185333333333333,0.131775,0.00966666666666667,0.0395694,0.00552486187845304,0.131943,0.0262430939226519,0.137775,0.0704419889502762,0.131922,0.0168666666666667,0.131964,0.0167333333333333,0.131922,0.0114,0.1500758,0.0037593984962406,0.143607,0.0338345864661654,0.131922,0.0338345864661654,0.13167,0.0044,0.131964,0.0226666666666667,0.131943,0.00886666666666667
0.0693396,0.00443458980044346,0.161214,0.0299334811529933,0.138226,0.0509977827050998,0.138182,0.0121333333333333,0.138248,0.0197333333333333,0.13805,0.0103333333333333,0.0405108,0.00552486187845304,0.138226,0.0262430939226519,0.14405,0.0732044198895028,0.138204,0.0184,0.138248,0.0174666666666667,0.138204,0.0123333333333333,0.1508556,0.0037593984962406,0.149874,0.0338345864661654,0.138204,0.0413533834586466,0.13794,0.00506666666666667,0.138248,0.0241333333333333,0.138226,0.00966666666666667
0.0702414,0.00443458980044346,0.167451,0.0310421286031042,0.144509,0.0532150776053215,0.144463,0.0136,0.144532,0.0205333333333333,0.144325,0.0110666666666667,0.0414522,0.0069060773480663,0.144509,0.0290055248618785,0.150325,0.074585635359116,0.144486,0.0198666666666667,0.144532,0.0184,0.144486,0.0129333333333333,0.1516354,0.0037593984962406,0.156141,0.037593984962406,0.144486,0.0413533834586466,0.14421,0.0054,0.144532,0.0253333333333333,0.144509,0.0104666666666667
0.0711432,0.00443458980044346,0.173688,0.0321507760532151,0.150792,0.0587583148558758,0.150744,0.0150666666666667,0.150816,0.0217333333333333,0.1506,0.012,0.0423936,0.0069060773480663,0.150792,0.0290055248618785,0.1566,0.0828729281767956,0.150768,0.0219333333333333,0.150816,0.0193333333333333,0.150768,0.0141333333333333,0.1524152,0.0037593984962406,0.162408,0.037593984962406,0.150768,0.0413533834586466,0.15048,0.00606666666666667,0.150816,0.0266,0.150792,0.0112666666666667
0.072045,0.00554323725055432,0.179925,0.0343680709534368,0.157075,0.0609756097560976,0.157025,0.0164666666666667,0.1571,0.0228,0.156875,0.013,0.043335,0.0069060773480663,0.157075,0.0303867403314917,0.162875,0.0870165745856354,0.15705,0.0234666666666667,0.1571,0.0203333333333333,0.15705,0.0148,0.153195,0.0037593984962406,0.168675,0.037593984962406,0.15705,0.0451127819548872,0.15675,0.00653333333333333,0.1571,0.0279333333333333,0.157075,0.0118
0.0729468,0.00554323725055432,0.186162,0.0343680709534368,0.163358,0.065410199556541,0.163306,0.0185333333333333,0.163384,0.0238666666666667,0.16315,0.0144,0.0442764,0.0069060773480663,0.163358,0.0331491712707182,0.16915,0.0925414364640884,0.163332,0.0246666666666667,0.163384,0.0210666666666667,0.163332,0.0160666666666667,0.1539748,0.0037593984962406,0.174942,0.037593984962406,0.163332,0.0488721804511278,0.16302,0.0072,0.163384,0.0298666666666667,0.163358,0.0126
0.0738486,0.00554323725055432,0.192399,0.0343680709534368,0.169641,0.0665188470066519,0.169587,0.0201333333333333,0.169668,0.0251333333333333,0.169425,0.0149333333333333,0.0452178,0.0069060773480663,0.169641,0.0331491712707182,0.175425,0.0966850828729282,0.169614,0.0268666666666667,0.169668,0.0224,0.169614,0.0173333333333333,0.1547546,0.0037593984962406,0.181209,0.037593984962406,0.169614,0.0526315789473684,0.16929,0.00773333333333333,0.169668,0.0313333333333333,0.169641,0.0134666666666667
