Strain (F12), GBE stress (P12), non-GBE stress (P12), GBE subset stress (P12), Strain (F11), GBE stress (P11), non-GBE stress (P11), GBE subset stress (P11)
0.01194,0.362059635309915,0.344416842491093,0.365895103318965,0.00456928679100899,8.74300631892311e-16,5.72458747072346e-16,-6.93889390390723e-17
0.01196,0.362095412251644,0.344433440685997,0.365895658340571,0.00458670840778551,8.15320033709099e-16,-4.61436444609831e-16,1.97758476261356e-16
0.01198,0.362131146500269,0.344450167429973,0.365896223860116,0.00460413339982893,-1.04777297948999e-15,1.01307850997046e-15,-6.76542155630955e-16
0.012,0.362166838941068,0.34446702522873,0.365896800023292,0.00462156165968081,-1.20736753927986e-15,2.08166817117217e-17,3.81639164714898e-17
0.01202,0.36220249053344,0.344484016527986,0.365897386976303,0.00463899308080657,1.7798262863522e-15,1.36696209906972e-15,-7.21644966006352e-16
0.01204,0.362238102309746,0.344501143712169,0.365897984865808,0.00465642755757306,9.05525654459893e-16,6.27969898303604e-16,-4.02455846426619e-16
0.01206,0.362273675374064,0.344518409103159,0.365898593838886,0.00467386498522695,-1.57512891618694e-15,1.45716771982052e-16,-9.36750677027476e-16
0.01208,0.362309210900905,0.344535814959059,0.365899214042949,0.0046913052598739,3.81639164714898e-16,7.56339435525888e-16,-2.22044604925031e-16
0.0121,0.362344710133874,0.344553363472984,0.365899845593691,0.00470874827845865,8.91647866652079e-16,-9.36750677027476e-17,-1.21430643318376e-15
0.01212,0.362380174384275,0.344571056771899,0.365900488409351,0.00472619393874615,9.54097911787244e-16,7.21644966006352e-16,4.30211422042248e-16
0.01214,0.362415605029671,0.344588896915489,0.365901142644788,0.00474364213930378,-6.41847686111419e-16,-4.82253126321552e-16,-9.54097911787244e-16
0.01216,0.362451003512396,0.34460688589505,0.365901808454626,0.0047610927794847,2.46330733588707e-16,9.47159017883337e-16,3.46944695195361e-18
0.01218,0.362486371338032,0.344625025632436,0.365902485993209,0.0047785457594126,-1.76247905159244e-15,-8.81239525796218e-16,-1.33226762955019e-15
0.0122,0.362521710073839,0.344643317979038,0.365903175414555,0.00479600098235597,-1.11022302462516e-15,-1.3912482277334e-15,2.63677968348475e-16
0.01222,0.362557021347157,0.344661764714791,0.365903876872295,0.00481345835063873,5.16947595841089e-16,-7.59808882477842e-16,6.97358837342676e-16
0.01224,0.362592306843758,0.344680367547248,0.365904590519637,0.00483091776655061,-4.68375338513738e-16,7.63278329429795e-17,3.15719672627779e-16
0.01226,0.362627568306181,0.344699128110659,0.365905316509293,0.00484837913310675,3.2612801348364e-16,1.26634813746307e-15,3.53883589099269e-16
0.01228,0.362662807532035,0.344718047965129,0.365906054993423,0.00486584235404022,2.91433543964104e-16,6.1409211049579e-16,-9.71445146547012e-17
0.0123,0.362698026372255,0.344737128595793,0.365906806123587,0.00488330733379635,7.70217223333702e-16,-8.39606162372775e-16,1.42594269725294e-15
0.01232,0.362733226729353,0.344756371412047,0.365907570050668,0.00490077397752901,-9.15933995315754e-16,9.92261828258734e-16,-5.20417042793042e-16
0.01234,0.36276841055563,0.34477577774682,0.365908346924813,0.00491824219109896,3.78169717762944e-16,-1.60982338570648e-15,5.86336534880161e-16
0.01236,0.362803579851373,0.344795348855897,0.365909136895362,0.00493571188107412,-1.03042574473022e-15,-2.1163626406917e-16,3.78169717762944e-16
0.01238,0.362838736663009,0.344815085917277,0.365909940110792,0.00495318295473217,4.09394740330526e-16,1.45716771982052e-16,1.90819582357449e-15
0.0124,0.362873883081266,0.34483499003059,0.365910756718621,0.00497065532006527,7.66747776381749e-16,-3.60822483003176e-16,-3.2612801348364e-16
0.01242,0.362909021239294,0.344855062216556,0.365911586865361,0.00498812888578707,8.70831184940357e-16,1.70002900645727e-16,8.11850586757146e-16
0.01244,0.362944153310766,0.344875303416494,0.365912430696427,0.00500560356134199,5.79397640976254e-16,1.17614251671228e-15,3.85108611666851e-16
0.01246,0.362979281507975,0.34489571449187,0.36591328835606,0.00502307925691694,-1.65492619608187e-15,8.50014503228635e-16,2.28983498828939e-16
0.01248,0.363014408079896,0.344916296223919,0.365914159987256,0.00504055588345533,-3.12250225675825e-16,7.14706072102445e-16,1.196959198424e-15
0.0125,0.363049535310252,0.344937049313277,0.365915045731682,0.0050580333526734,-1.4363510381088e-15,8.46545056276682e-16,3.50414142147315e-16
0.01252,0.363084665515541,0.344957974379717,0.365915945729593,0.00507551157707906,5.30825383648903e-16,-1.00613961606655e-16,2.19962936753859e-15
0.01254,0.363119801043076,0.344979071961882,0.36591686011974,0.00509299046999294,-5.55111512312578e-17,4.54497550705923e-16,1.28022592527088e-15
0.01256,0.36315494426899,0.345000342517106,0.3659177890393,0.00511046994557185,2.42861286636753e-17,1.02695629777827e-15,1.14144804719274e-15
0.01258,0.363190097596242,0.345021786421267,0.365918732623779,0.00512794991883445,-1.11716191852906e-15,2.84494650060196e-16,-1.53696499971545e-15
0.0126,0.363225263452601,0.345043403968706,0.365919691006923,0.00514543030568913,1.28369537222284e-16,-7.32053306862213e-16,3.46944695195361e-17
0.01262,0.363260444288644,0.345065195372193,0.365920664320635,0.00516291102296408,6.55725473919233e-16,7.0082828429463e-16,7.42461647718073e-16
0.01264,0.363295642575708,0.345087157206361,0.36592165269487,0.00518039198986297,4.1286418728248e-16,-7.73686670285656e-16,-6.76542155630955e-16
0.01266,0.363330860803884,0.345109289377765,0.365922656257567,0.0051978731273451,-4.02455846426619e-16,1.69309011255336e-15,6.76542155630955e-16
0.01268,0.363366101479951,0.345131592023233,0.365923675134524,0.00521535435514445,-7.63278329429795e-16,-8.32667268468867e-17,-2.91433543964104e-16
0.0127,0.363401367125343,0.345154065188627,0.365924709449335,0.00523283559405528,-4.61436444609831e-16,-1.37043154602168e-15,1.04083408558608e-16
0.01272,0.363436657228387,0.345176708829671,0.365925759323271,0.00525031676597106,9.0205620750794e-17,-6.6266436782314e-16,1.54737334057131e-15
0.01274,0.363471973521148,0.345199522812802,0.365926824875191,0.00526779779392482,1.38430933382949e-15,3.15719672627779e-16,1.57859836313889e-15
0.01276,0.363507318744077,0.345222506916041,0.365927906221461,0.00528527860213071,4.8919202022546e-16,6.45317133063372e-16,1.42941214420489e-15
0.01278,0.363542695633944,0.3452456608299,0.365929003475827,0.00530275911602655,-2.22044604925031e-16,-1.28369537222284e-16,8.32667268468867e-17
0.0128,0.36357810692232,0.345268984158291,0.365930116749346,0.00532023926231711,7.94503351997378e-16,7.0082828429463e-16,-2.77555756156289e-16
0.01282,0.363613555334051,0.345292476419474,0.365931246150268,0.00533771896901825,-1.55084278752327e-15,3.46944695195361e-16,-1.99493199737333e-15
0.01284,0.363649043585712,0.345316137047047,0.365932391783951,0.0053551981655012,4.85722573273506e-17,4.23272528138341e-16,1.55084278752327e-15
0.01286,0.363684574384007,0.345339965390941,0.365933553752751,0.00537267678253734,1.13797860024079e-15,1.9671764217577e-15,2.42861286636753e-16
0.01288,0.363720150424216,0.345363960718473,0.365934732155934,0.00539015475234269,-1.90819582357449e-16,-6.66133814775094e-16,-4.26741975090295e-16
0.0129,0.363755774388571,0.345388122215407,0.365935927089574,0.00540763200862244,2.98372437868011e-16,4.16333634234434e-16,-1.01654795692241e-15
0.01292,0.363791448944661,0.345412448987084,0.365937138646453,0.00542510848757698,2.32452945780892e-16,3.88578058618805e-16,1.14838694109665e-15
0.01294,0.363827176743819,0.345436937784794,0.365938366915959,0.00544258412785563,-2.91433543964104e-16,1.04083408558608e-16,-1.70002900645727e-16
0.01296,0.363862960419501,0.345461586241985,0.365939611984012,0.00546005886781189,3.71230823859037e-16,-8.46545056276682e-16,1.62023172656234e-15
0.01298,0.363898802585674,0.345486393399061,0.365940873932933,0.00547753264746113,8.32667268468867e-16,6.86950496486816e-16,-5.06539254985228e-16
0.013,0.363934705835206,0.345511358211086,0.365942152841375,0.00549500540852067,-9.8879238130678e-16,-6.66133814775094e-16,-9.0205620750794e-17
0.01302,0.363970670865374,0.345536479549657,0.365943448784222,0.00551247709444856,1.08593689596148e-15,-3.19189119579733e-16,-1.59941504485062e-15
0.01304,0.364006695868866,0.34556175620482,0.365944761832489,0.00552994765048067,-1.9151347174784e-15,-8.43075609324728e-16,3.60822483003176e-16
0.01306,0.364042783663338,0.345587186886972,0.36594609205324,0.00554741702366588,5.62050406216485e-16,3.01841884819964e-16,1.74166236988071e-15
0.01308,0.36407893702274,0.345612770228755,0.365947439509487,0.0055648851628994,6.80011602582908e-16,5.58580959264532e-16,9.43689570931383e-16
0.0131,0.364115158676623,0.345638504786989,0.365948804260114,0.00558235201895392,-6.93889390390723e-16,-3.53883589099269e-16,-1.00613961606655e-16
0.01312,0.364151451309447,0.345664389044595,0.365950186359771,0.00559981754450832,-3.2612801348364e-16,-7.63278329429795e-17,-1.38777878078145e-16
0.01314,0.364187806293479,0.345690421412539,0.365951585858814,0.00561728170064951,6.10622663543836e-16,7.28583859910259e-17,1.11716191852906e-15
0.01316,0.364224226553778,0.345716600231785,0.365953002803196,0.00563474446234436,5.27355936696949e-16,9.0205620750794e-17,1.41900380334903e-15
0.01318,0.364260715156242,0.345742923775282,0.365954437234399,0.00565220578806703,8.04911692853238e-16,-1.83880688453542e-16,7.94503351997378e-16
0.0132,0.364297275089979,0.345769383086476,0.365955889189362,0.00566966563829134,-5.27355936696949e-16,3.81639164714898e-17,-4.85722573273506e-17
0.01322,0.364333909268082,0.345795973602611,0.365957358700385,0.00568712397550631,1.09287578986539e-15,6.93889390390723e-16,-8.22258927613007e-16
0.01324,0.364370620528322,0.34582269388711,0.365958845795074,0.00570458076422879,-2.4980018054066e-16,1.30451205393456e-15,-1.48145384848419e-15
0.01326,0.364407411633768,0.345849542415788,0.365960350496267,0.0057220359710132,-1.61329283265843e-15,9.05525654459893e-16,6.59194920871187e-17
0.01328,0.364444285273322,0.345876517580587,0.365961872821948,0.00573948956445814,8.08381139805192e-16,3.01841884819964e-16,3.15719672627779e-16
0.0133,0.364481244062224,0.345903617693238,0.365963412785213,0.00575694151521015,-5.55111512312578e-16,1.14491749414469e-15,6.41847686111419e-16
0.01332,0.364518290542482,0.345930840988844,0.365964970394179,0.00577439179624346,1.43982048506075e-15,-1.16573417585641e-15,-6.07153216591882e-16
0.01334,0.364555427183256,0.345958185629373,0.365966545651952,0.0057918403828643,-1.20042864537595e-15,1.24553145575135e-15,2.4980018054066e-16
0.01336,0.364592656381212,0.345985649707087,0.36596813855655,0.00580928725182908,1.00613961606655e-15,5.93275428784068e-16,-2.08166817117217e-16
0.01338,0.36462998046084,0.346013231247914,0.365969749100868,0.00582673238192719,-5.20417042793042e-16,5.13478148889135e-16,-1.90819582357449e-16
0.0134,0.364667401674739,0.346040928214731,0.365971377272623,0.00584417575604254,7.45931094670027e-16,-9.22872889219661e-16,1.91860416443035e-15
0.01342,0.364704921898618,0.346068738510616,0.365973023054321,0.00586161736978207,8.98586760555986e-16,-1.17614251671228e-15,-5.41233724504764e-16
0.01344,0.364742539390504,0.346096659982025,0.365974686423203,0.00587905721328239,-3.85108611666851e-16,3.36536354339501e-16,9.71445146547012e-17
0.01346,0.364780256385987,0.346124690421925,0.365976367351227,0.00589649527318493,2.35922392732846e-16,-6.6266436782314e-16,-4.8919202022546e-16
0.01348,0.364818075038882,0.346152827572879,0.365978065805029,0.00591393153808273,-1.5855372570428e-15,-1.04083408558608e-17,1.45716771982052e-16
0.0135,0.364855997422039,0.346181069130062,0.365979781745895,0.00593136599849538,-4.05925293378573e-16,3.36536354339501e-16,1.00267016911459e-15
0.01352,0.36489402552812,0.346209412744276,0.365981515129755,0.0059487986468415,9.71445146547012e-16,3.46944695195361e-17,-5.55111512312578e-17
0.01354,0.364932161270326,0.346237856024855,0.365983265907152,0.00596622947740868,5.96744875736022e-16,-7.3899220076612e-16,-4.57966997657877e-16
0.01356,0.364970406483137,0.34626639654258,0.365985034023239,0.00598365848632131,6.83481049534862e-16,4.47558656802016e-16,1.73472347597681e-16
0.01358,0.365008762922985,0.34629503183254,0.365986819417766,0.00600108567150608,5.96744875736022e-16,-5.03069808033274e-16,5.48172618408671e-16
0.0136,0.365047232268947,0.346323759396924,0.365988622025093,0.00601851103682876,-7.32053306862213e-16,4.57966997657877e-16,2.77555756156289e-16
0.01362,0.365085816123406,0.346352576707801,0.365990441774179,0.00603593458400284,7.63278329429795e-16,-2.14411821630733e-15,4.44089209850063e-16
0.01364,0.365124516012703,0.346381481209847,0.365992278588607,0.00605335631600388,-4.33680868994202e-16,1.45716771982052e-16,5.89805981832114e-16
0.01366,0.365163333387797,0.346410470323026,0.36599413238658,0.006070776237454,-6.07153216591882e-16,7.73686670285656e-16,-9.71445146547012e-16
0.01368,0.365202269624892,0.346439541445245,0.365996003080961,0.00608819435457808,-2.04697370165263e-15,5.62050406216485e-16,-3.81639164714898e-16
0.0137,0.365241326026094,0.346468691954944,0.365997890579286,0.00610561067515869,1.55431223447522e-15,-8.15320033709099e-16,-2.25514051876985e-16
0.01372,0.365280503820046,0.34649791921367,0.365999794783806,0.00612302520848935,1.57165946923499e-15,1.26634813746307e-15,1.24206200879939e-15
0.01374,0.365319804162575,0.346527220568581,0.366001715591514,0.00614043796532682,-4.92661467177413e-16,1.62370117351429e-15,-9.71445146547012e-16
0.01376,0.365359228137337,0.346556593354939,0.366003652894192,0.00615784895784208,-1.76941794549634e-16,3.64291929955129e-16,1.55431223447522e-15
0.01378,0.365398776756477,0.346586034898531,0.366005606578464,0.00617525820093179,9.29811783123569e-16,1.40512601554121e-15,5.65519853168439e-16
0.0138,0.365438450961282,0.346615542518056,0.366007576525839,0.00619266570989673,6.41847686111419e-16,9.61036805691151e-16,-1.15532583500055e-15
0.01382,0.365478251622854,0.346645113527466,0.366009562612785,0.00621007150079297,9.57567358739198e-16,2.42861286636753e-17,-1.59247615094671e-15
0.01384,0.365518179542784,0.346674745238282,0.366011564710786,0.00622747559088644,-3.19189119579733e-16,-4.26741975090295e-16,7.49400541621981e-16
0.01386,0.365558235453842,0.346704434961819,0.366013582686411,0.00624487799859994,4.96130914129367e-16,4.61436444609831e-16,1.11022302462516e-16
0.01388,0.365598420020666,0.346734180011394,0.366015616401402,0.00626227874345968,5.16947595841089e-16,9.15933995315754e-16,6.86950496486816e-16
0.0139,0.365638733840472,0.346763977704495,0.366017665712738,0.00627967784604138,3.50414142147315e-16,4.30211422042248e-16,6.07153216591882e-16
0.01392,0.365679177443775,0.346793825364865,0.366019730472746,0.00629707532791605,-7.14706072102445e-16,-1.23165366794353e-15,6.66133814775094e-16
0.01394,0.365719751295097,0.346823720324566,0.36602181052918,0.00631447121159569,8.56953397132543e-16,4.78783679369599e-16,5.759281940243e-16
0.01396,0.365760455793739,0.346853659925987,0.366023905725322,0.00633186552047869,1.29063426612674e-15,-9.05525654459893e-16,1.3912482277334e-15
0.01398,0.365801291274485,0.346883641523781,0.366026015900089,0.00634925827879532,1.56125112837913e-16,-9.8879238130678e-16,3.22658566531686e-16
0.014,0.365842258008405,0.346913662486768,0.366028140888141,0.00636664951155327,1.28369537222284e-16,-6.69603261727048e-16,-6.80011602582908e-16
0.01402,0.365883356203592,0.346943720199782,0.366030280520002,0.00638403924448319,2.15105711021124e-16,-1.83880688453542e-16,1.17961196366423e-16
0.01404,0.365924586005955,0.34697381206545,0.366032434622177,0.00640142751120697,-1.69655955950532e-15,8.67361737988404e-16,-9.67975699595058e-16
0.01406,0.365965947500001,0.347003935505944,0.366034603017272,0.00641881435342484,-6.80011602582908e-16,8.70831184940357e-16,1.14838694109665e-15
0.01408,0.366007440709644,0.34703408796464,0.36603678552414,0.00643619979867415,-2.15105711021124e-16,-1.42247325030098e-15,1.11716191852906e-15
0.0141,0.366049065598995,0.347064266907745,0.366038981957999,0.00645358387500136,1.38777878078145e-17,-6.69603261727048e-16,5.68989300120393e-16
0.01412,0.366090822073183,0.347094469825862,0.366041192130582,0.00647096661090924,-1.45716771982052e-16,1.73472347597681e-16,-3.88578058618805e-16
0.01414,0.366132709979183,0.347124694235495,0.366043415850286,0.00648834803530453,1.11716191852906e-15,-1.83880688453542e-15,1.15532583500055e-15
0.01416,0.36617472910663,0.347154937680501,0.366045652922308,0.00650572817744616,-1.33226762955019e-15,1.57165946923499e-15,9.12464548363801e-16
0.01418,0.366216879188672,0.347185197733478,0.366047903148818,0.00652310706689416,-1.18308141061618e-15,6.76542155630955e-16,4.82253126321552e-16
0.0142,0.366259159902788,0.347215471997089,0.366050166329101,0.00654048473345905,-4.02455846426619e-16,-4.54497550705923e-16,1.16920362280837e-15
0.01422,0.366301570871652,0.34724575810535,0.366052442259721,0.00655786120715206,-2.63677968348475e-16,2.46330733588707e-16,-8.98586760555986e-16
0.01424,0.366344111663977,0.347276053724823,0.366054730734694,0.00657523651813609,-1.07205910815367e-15,1.08940634291343e-15,-9.71445146547012e-16
0.01426,0.366386781795357,0.347306356555786,0.366057031545657,0.00659261069667732,2.84494650060196e-16,6.48786580015326e-16,6.90419943438769e-16
0.01428,0.366429580729149,0.347336664333327,0.366059344482033,0.00660998377309777,-4.09394740330526e-16,8.60422844084496e-16,-1.59594559789866e-16
0.0143,0.366472503162975,0.347366974828377,0.366061669331222,0.00662735577772864,-1.19348975147204e-15,6.38378239159465e-16,7.04297731246584e-16
0.01432,0.366515539627365,0.347397285848684,0.366064005878756,0.00664472674086459,-6.41847686111419e-16,1.24206200879939e-15,3.46944695195361e-18
0.01434,0.36655868440634,0.347427595239744,0.366066353908509,0.00666209669271885,-2.35922392732846e-16,2.15105711021124e-16,5.27355936696949e-16
0.01436,0.366601937641598,0.347457900885651,0.366068713202866,0.00667946566337936,0,-7.04297731246584e-16,-6.80011602582908e-16
0.01438,0.366645299378998,0.347488200709915,0.36607108354291,0.0066968336827659,-1.04430353253804e-15,-4.5102810375397e-16,2.74086309204336e-16
0.0144,0.366688769572091,0.347518492676198,0.366073464708619,0.00671420078058815,5.20417042793042e-16,7.70217223333702e-16,1.52655665885959e-16
0.01442,0.366732348085509,0.347548774789006,0.366075856479058,0.00673156698630486,-6.93889390390723e-17,1.6306400674182e-15,7.70217223333702e-16
0.01444,0.366776034698211,0.347579045094336,0.36607825863256,0.00674893232908407,-4.19803081186387e-16,-6.17561557447743e-16,9.71445146547012e-17
0.01446,0.366819829106576,0.347609301680243,0.366080670946935,0.00676629683776439,-1.54737334057131e-15,0,-4.05925293378573e-16
0.01448,0.366863730927415,0.347639542677375,0.366083093199661,0.00678366054081746,5.51642065360625e-16,-3.67761376907083e-16,-6.31439345255558e-16
0.0145,0.366907739700802,0.347669766259442,0.366085525168076,0.00680102346631146,-1.17614251671228e-15,-2.4980018054066e-16,-4.85722573273506e-17
0.01452,0.366951853500658,0.347699970643645,0.366087966629593,0.00681838566610597,-3.22658566531686e-16,-1.18308141061618e-15,1.75900960464048e-15
0.01454,0.366996067293057,0.347730154091031,0.366090417361875,0.00683574716943601,-1.05818132034585e-15,9.36750677027476e-17,1.04083408558608e-15
0.01456,0.367040380684936,0.347760314167299,0.366092877143058,0.00685310800290145,-9.47159017883337e-16,-1.80411241501588e-16,5.55111512312578e-17
0.01458,0.367084793201511,0.347790445392468,0.366095345751933,0.00687046819256623,-1.03042574473022e-15,-1.48492329543615e-15,1.03389519168218e-15
0.0146,0.367129304289472,0.347820546414551,0.366097822968156,0.006887827763928,-1.55778168142717e-15,9.0205620750794e-17,1.42941214420489e-15
0.01462,0.367173913320089,0.347850615911589,0.366100308572442,0.00690518674188891,1.27328703136698e-15,-3.22658566531686e-16,8.08381139805192e-16
0.01464,0.367218619592163,0.347880652592695,0.366102802346768,0.00692254515072792,1.346145417358e-15,9.0205620750794e-16,5.72458747072346e-16
0.01466,0.367263422334859,0.34791065519898,0.366105304074564,0.00693990301407413,-7.97972798949331e-17,-4.09394740330526e-16,-4.9960036108132e-16
0.01468,0.36730832071044,0.347940622504399,0.366107813540915,0.0069572603548817,-9.26342336171615e-16,-1.35655375821386e-15,-9.12464548363801e-16
0.0147,0.367353313816873,0.347970553316488,0.366110330532761,0.00697461719540595,-1.36696209906972e-15,-1.20042864537595e-15,-4.33680868994202e-16
0.01472,0.367398400690355,0.348000446477017,0.366112854839087,0.00699197355718089,7.07767178198537e-16,-7.59808882477842e-16,4.16333634234434e-17
0.01474,0.367443580307723,0.348030300862593,0.366115386251108,0.00700932946099813,1.16226472890446e-15,7.32053306862213e-16,1.19348975147204e-15
0.01476,0.367488851588793,0.348060115385123,0.366117924562476,0.00702668492688714,-1.41206490944512e-15,4.5102810375397e-17,3.29597460435593e-16
0.01478,0.367534213398595,0.348089888992262,0.366120469569456,0.00704403997409699,9.08995101411847e-16,7.25114412958305e-16,8.29197821516914e-16
0.0148,0.367579664549543,0.348119620667768,0.366123021071116,0.00706139462107943,-4.5102810375397e-17,2.4980018054066e-16,1.07205910815367e-15
0.01482,0.367625203803513,0.348149309431776,0.366125578869522,0.00707874888547347,4.8919202022546e-16,5.16947595841089e-16,-8.36136715420821e-16
0.01484,0.367670829873867,0.348178954341036,0.3661281427699,0.00709610278409133,-8.15320033709099e-16,1.07552855510562e-16,1.58206781009085e-15
0.01486,0.367716541427405,0.348208554489062,0.366130712580832,0.00711345634970698,9.12464548363801e-16,1.17961196366423e-15,-1.22471477403963e-15
0.01488,0.367762337086231,0.348238109006267,0.36613328811442,0.00713080960796886,5.48172618408671e-16,8.70831184940357e-16,-4.02455846426619e-16
0.0149,0.367808215429605,0.348267617060003,0.366135869186472,0.00714816257308494,-6.93889390390723e-16,-6.93889390390723e-16,1.11022302462516e-16
0.01492,0.367854174995682,0.34829707785457,0.366138455616656,0.00716551525839653,-1.04083408558608e-17,-1.84227633148737e-15,-9.81853487402873e-16
0.01494,0.367900214283254,0.348326490631179,0.366141047228678,0.00718286767637164,6.93889390390723e-17,-3.22658566531686e-16,8.67361737988404e-17
0.01496,0.367946331753394,0.348355854667866,0.366143643850441,0.00720021983859974,1.82839854367955e-15,-9.33281230075522e-16,6.93889390390723e-18
0.01498,0.367992525831087,0.348385169279372,0.366146245314201,0.00721757175578792,-1.07552855510562e-15,-1.02348685082632e-15,1.52308721190764e-15
0.015,0.368038794906804,0.348414433816984,0.366148851456723,0.00723492343775865,-5.30825383648903e-16,3.50414142147315e-16,5.3776427755281e-16
0.01502,0.368085137338029,0.348443647668317,0.366151462119432,0.00725227489344888,4.1286418728248e-16,-7.3899220076612e-16,8.32667268468867e-17
0.01504,0.368131551450758,0.348472810257109,0.366154077148568,0.00726962613091072,-3.29597460435593e-16,-4.19803081186387e-16,-1.49186218934005e-16
0.01506,0.368178035540953,0.348501921042931,0.366156696395307,0.00728697715731343,-6.66133814775094e-16,1.8249290967276e-15,1.38777878078145e-15
0.01508,0.368224587875979,0.34853097952091,0.36615931971592,0.00730432797894698,1.03042574473022e-15,-1.65145674912992e-15,-1.03736463863413e-15
0.0151,0.368271206695965,0.348559985221408,0.366161946971897,0.00732167860122687,-1.83880688453542e-16,-9.36750677027476e-17,8.11850586757146e-16
0.01512,0.368317890215204,0.348588937709672,0.366164578030084,0.0073390290287006,1.51614831800373e-15,8.39606162372775e-16,5.759281940243e-16
0.01514,0.368364636623457,0.348617836585466,0.366167212762786,0.00735637926505523,-8.43075609324728e-16,-4.61436444609831e-16,-1.32185928869433e-15
0.01516,0.368411444087267,0.348646681482688,0.36616985104792,0.00737372931312657,-1.31838984174237e-16,-1.04430353253804e-15,1.08593689596148e-15
0.01518,0.36845831075125,0.348675472068955,0.366172492769096,0.00739107917490954,1.80758186196783e-15,-1.17614251671228e-15,3.2612801348364e-16
0.0152,0.36850523473934,0.348704208045185,0.36617513781575,0.00740842885156999,-8.46545056276682e-16,4.92661467177413e-16,-4.54497550705923e-16
0.01522,0.368552214156031,0.348732889145157,0.366177786083243,0.00742577834345764,-1.87350135405495e-16,5.89805981832114e-17,5.79397640976254e-16
0.01524,0.368599206883634,0.348761515135032,0.366180437472957,0.00744312765012048,-1.53002610581154e-15,-9.5062846483529e-16,2.56739074444567e-16
0.01526,0.368646203669103,0.348790085812922,0.366183091892392,0.0074604767703203,-7.25114412958305e-16,-1.04083408558608e-15,-1.12063136548102e-15
0.01528,0.368693204963377,0.348818601008377,0.366185749255261,0.00747782570204934,-1.196959198424e-15,1.15532583500055e-15,1.57859836313889e-15
0.0153,0.368740211069349,0.348847060581902,0.366188409481569,0.00749517444254833,-4.92661467177413e-16,8.88178419700125e-16,9.92261828258734e-16
0.01532,0.368787222150634,0.348875457042579,0.366191072497698,0.00751252298832536,1.3392065234541e-15,4.92661467177413e-16,-1.69655955950532e-15
0.01534,0.368834238239916,0.348903783119591,0.366193738236483,0.0075298713351761,-1.12410081243297e-15,3.81639164714898e-16,-5.20417042793042e-16
0.01536,0.368881259246853,0.34893203959623,0.366196406637276,0.00754721947820492,2.0122792321331e-16,3.29597460435593e-16,5.20417042793042e-17
0.01538,0.368928284965563,0.348960227234666,0.366199077646016,0.00756456741184699,-1.04777297948999e-15,-4.44089209850063e-16,9.95731275210687e-16
0.0154,0.368975315081757,0.348988346778538,0.366201751215291,0.00758191512989139,-2.4980018054066e-16,-1.37043154602168e-15,8.32667268468867e-16
0.01542,0.369022349179487,0.349016398955334,0.366204427304391,0.00759926262550511,-1.36002320516582e-15,-4.09394740330526e-16,8.36136715420821e-16
0.01544,0.369069386747566,0.349044384478576,0.366207105879359,0.0076166098912579,-6.76542155630955e-16,1.21083698623181e-15,1.35308431126191e-15
0.01546,0.369116427185675,0.349072304049823,0.366209786913036,0.00763395691914782,2.25514051876985e-16,1.45716771982052e-15,-1.3392065234541e-15
0.01548,0.36916346981015,0.349100158360542,0.366212470385103,0.00765130370062776,9.54097911787244e-16,-1.56125112837913e-15,-2.18575157973078e-16
0.0155,0.369210510507806,0.349127948093784,0.36621515628212,0.00766865022663238,-1.39471767468535e-15,-1.83880688453542e-16,-2.08166817117217e-17
0.01552,0.369257547267452,0.349155673925748,0.366217844597546,0.00768599648760589,-8.32667268468867e-17,-6.00214322687975e-16,-3.12250225675825e-17
0.01554,0.369304579421524,0.349183336527203,0.366220535331782,0.00770334247353036,-1.07899800205757e-15,3.98986399474666e-16,-6.07153216591882e-16
0.01556,0.369351606226435,0.349210936564781,0.366223228492184,0.00772068818268878,3.53883589099269e-16,9.40220123979429e-16,-7.56339435525888e-16
0.01558,0.369398626867863,0.349238474702179,0.366225924093076,0.00773803360410324,3.46944695195361e-17,1.49186218934005e-16,-2.53269627492614e-16
0.0156,0.369445640465764,0.349265948924516,0.366228622155778,0.00775537874650634,9.92261828258734e-16,2.4980018054066e-16,1.28716481917479e-15
0.01562,0.369492646079164,0.349293359319795,0.366231322708595,0.0077727236410091,5.30825383648903e-16,2.08166817117217e-16,6.80011602582908e-16
0.01564,0.369539642710703,0.349320706735683,0.366234025786842,0.00779006827536897,-6.10622663543836e-16,-5.10008701937181e-16,-9.26342336171615e-16
0.01566,0.36958662931097,0.349347992009315,0.366236731432826,0.0078074126370669,1.72084568816899e-15,-3.50414142147315e-16,-6.21031004399697e-16
0.01568,0.369633604782625,0.349375215968706,0.366239439695856,0.00782475671333796,-5.48172618408671e-16,-6.69603261727048e-16,2.67147415300428e-16
0.0157,0.369680567984326,0.349402379434066,0.366242150632226,0.007842100491202,1.73472347597681e-17,-1.35655375821386e-15,-3.46944695195361e-18
0.01572,0.36972751773447,0.349429483219,0.366244864305207,0.00785944395749441,-9.5062846483529e-16,-3.05311331771918e-16,1.31492039479042e-15
0.01574,0.369774449763627,0.349456528090841,0.366247580785035,0.00787678710046135,-9.15933995315754e-16,-4.68375338513738e-16,9.05525654459893e-16
0.01576,0.369821362373889,0.349483510114287,0.36625030014888,0.00789412990938389,-1.00613961606655e-15,-3.92047505570758e-16,4.09394740330526e-16
