GBE Subset- phi0 (GPa), Cumulative Freq.,non-GBE- phi0 (GPa), Cumulative Freq., GBE- phi0 (GPa), Cumulative Freq.
1.01807,0.888888888888889,1.02358,0.885757423251132,1.025,0.905144694533762
1.020553,0.888888888888889,1.026082,0.885757423251132,1.0275,0.905546623794212
1.023036,0.888888888888889,1.028584,0.886260694514343,1.03,0.906752411575563
1.025519,0.888888888888889,1.031086,0.886260694514343,1.0325,0.906752411575563
1.028002,0.888888888888889,1.033588,0.886260694514343,1.035,0.906752411575563
1.030485,0.888888888888889,1.03609,0.887267237040765,1.0375,0.906752411575563
1.032968,0.890350877192982,1.038592,0.888273779567187,1.04,0.907556270096463
1.035451,0.890350877192982,1.041094,0.888273779567187,1.0425,0.907556270096463
1.037934,0.890350877192982,1.043596,0.888273779567187,1.045,0.908360128617363
1.040417,0.891812865497076,1.046098,0.889280322093608,1.0475,0.908360128617363
1.0429,0.891812865497076,1.0486,0.889783593356819,1.05,0.908360128617363
1.045383,0.891812865497076,1.051102,0.89028686462003,1.0525,0.908762057877814
1.047866,0.891812865497076,1.053604,0.89028686462003,1.055,0.908762057877814
1.050349,0.891812865497076,1.056106,0.89028686462003,1.0575,0.909163987138264
1.052832,0.891812865497076,1.058608,0.89028686462003,1.06,0.909163987138264
1.055315,0.891812865497076,1.06111,0.890790135883241,1.0625,0.909163987138264
1.057798,0.891812865497076,1.063612,0.890790135883241,1.065,0.909163987138264
1.060281,0.891812865497076,1.066114,0.890790135883241,1.0675,0.909163987138264
1.062764,0.891812865497076,1.068616,0.890790135883241,1.07,0.909163987138264
1.065247,0.891812865497076,1.071118,0.890790135883241,1.0725,0.909565916398714
1.06773,0.891812865497076,1.07362,0.891796678409663,1.075,0.909565916398714
1.070213,0.891812865497076,1.076122,0.891796678409663,1.0775,0.909565916398714
1.072696,0.891812865497076,1.078624,0.891796678409663,1.08,0.909565916398714
1.075179,0.891812865497076,1.081126,0.892803220936085,1.0825,0.909565916398714
1.077662,0.891812865497076,1.083628,0.894313034725717,1.085,0.909565916398714
1.080145,0.891812865497076,1.08613,0.894313034725717,1.0875,0.909565916398714
1.082628,0.891812865497076,1.088632,0.894313034725717,1.09,0.909967845659164
1.085111,0.891812865497076,1.091134,0.894816305988928,1.0925,0.910369774919614
1.087594,0.894736842105263,1.093636,0.895319577252139,1.095,0.910369774919614
1.090077,0.894736842105263,1.096138,0.896326119778561,1.0975,0.910771704180064
1.09256,0.894736842105263,1.09864,0.896326119778561,1.1,0.911173633440514
1.095043,0.894736842105263,1.101142,0.896326119778561,1.1025,0.911575562700965
1.097526,0.894736842105263,1.103644,0.896326119778561,1.105,0.911575562700965
1.100009,0.894736842105263,1.106146,0.896326119778561,1.1075,0.911977491961415
1.102492,0.894736842105263,1.108648,0.896829391041772,1.11,0.912379421221865
1.104975,0.894736842105263,1.11115,0.896829391041772,1.1125,0.912781350482315
1.107458,0.896198830409357,1.113652,0.897332662304982,1.115,0.912781350482315
1.109941,0.896198830409357,1.116154,0.897835933568193,1.1175,0.912781350482315
1.112424,0.89766081871345,1.118656,0.897835933568193,1.12,0.913183279742765
1.114907,0.899122807017544,1.121158,0.899345747357826,1.1225,0.913585209003215
1.11739,0.899122807017544,1.12366,0.899849018621037,1.125,0.913585209003215
1.119873,0.899122807017544,1.126162,0.899849018621037,1.1275,0.913585209003215
1.122356,0.899122807017544,1.128664,0.899849018621037,1.13,0.913585209003215
1.124839,0.899122807017544,1.131166,0.900352289884248,1.1325,0.913987138263666
1.127322,0.902046783625731,1.133668,0.900855561147458,1.135,0.913987138263666
1.129805,0.902046783625731,1.13617,0.901358832410669,1.1375,0.914389067524116
1.132288,0.902046783625731,1.138672,0.90186210367388,1.14,0.914389067524116
1.134771,0.902046783625731,1.141174,0.90186210367388,1.1425,0.914389067524116
1.137254,0.902046783625731,1.143676,0.90186210367388,1.145,0.914790996784566
1.139737,0.902046783625731,1.146178,0.902365374937091,1.1475,0.915996784565916
1.14222,0.902046783625731,1.14868,0.902365374937091,1.15,0.915996784565916
1.144703,0.902046783625731,1.151182,0.902365374937091,1.1525,0.915996784565916
1.147186,0.902046783625731,1.153684,0.902365374937091,1.155,0.915996784565916
1.149669,0.902046783625731,1.156186,0.902365374937091,1.1575,0.915996784565916
1.152152,0.903508771929825,1.158688,0.902365374937091,1.16,0.916398713826367
1.154635,0.903508771929825,1.16119,0.902365374937091,1.1625,0.916398713826367
1.157118,0.903508771929825,1.163692,0.902868646200302,1.165,0.917202572347267
1.159601,0.903508771929825,1.166194,0.903371917463513,1.1675,0.917202572347267
1.162084,0.903508771929825,1.168696,0.903371917463513,1.17,0.917604501607717
1.164567,0.903508771929825,1.171198,0.903371917463513,1.1725,0.918006430868167
1.16705,0.904970760233918,1.1737,0.903371917463513,1.175,0.918408360128617
1.169533,0.906432748538012,1.176202,0.903875188726724,1.1775,0.918810289389068
1.172016,0.906432748538012,1.178704,0.904378459989935,1.18,0.918810289389068
1.174499,0.906432748538012,1.181206,0.904881731253145,1.1825,0.918810289389068
