GBE- mean, std, GBE subset- mean, std, non-GBE- mean, std
-0.000538605894795238,0.000963287916425739,-0.000550964101427139,0.000985389464910707,-0.00053187894825032,0.00095125562779065
-0.00107721178950218,0.00192657583269356,-0.00110192820276599,0.0019707789296635,-0.00106375789641328,0.00190251125542507
-0.00161581768420459,0.00288986374895327,-0.00165289230409806,0.00295616839440419,-0.00159563684456957,0.00285376688304753
-0.0021544235789108,0.00385315166521978,-0.00220385640543762,0.00394155785915826,-0.00212751579273352,0.00380502251068371
-0.00269302947361774,0.00481643958148759,-0.00275482050677598,0.00492694732391018,-0.00265939474089406,0.00475627813831378
-0.00323163536832491,0.00577972749775583,-0.00330578460811508,0.00591233678866344,-0.00319127368905751,0.00570753376594908
-0.00377024126303111,0.00674301541402233,-0.00385674870945412,0.00689772625341657,-0.00372315263722096,0.00665878939358437
-0.00430884715773781,0.0077063033302897,-0.00440771281079154,0.00788311571816683,-0.00425503158538103,0.0076100450212136
-0.00484745305244044,0.00866959124654983,-0.00495867691212506,0.0088685051829101,-0.00478691053353901,0.00856130064883911
-0.00538605894714667,0.00963287916281636,-0.00550964101346319,0.0098538946476616,-0.00531878948170173,0.00951255627647309
-0.00592466484185408,0.010596167079085,-0.00606060511480202,0.0108392841124144,-0.00585066842986374,0.0104638119041058
-0.00646327073656005,0.0115594549953511,-0.00661156921614037,0.0118246735771663,-0.00638254737802695,0.0114150675317406
-0.00700187663126722,0.0125227429116194,-0.00716253331747945,0.0128100630419195,-0.0069144263261892,0.0123663231593738
-0.00754048252596939,0.0134860308278786,-0.00771349741881251,0.0137954525066619,-0.00744630527434525,0.0133175787869958
-0.00807908842067586,0.0144493187441456,-0.00826446152015181,0.0147808419714155,-0.0079781842225082,0.0142688344146302
-0.00861769431538302,0.0154126066604138,-0.00881542562149066,0.0157662314361683,-0.00851006317067069,0.0152200900422638
-0.00915630021008972,0.0163758945766812,-0.00936638972282925,0.0167516209009207,-0.00904194211883269,0.0161713456698965
-0.00969490610479762,0.0173391824929507,-0.00991735382416713,0.0177370103656718,-0.0095738210669959,0.0171226012975313
-0.0102335119995033,0.0183024704092164,-0.0104683179255064,0.0187223998304253,-0.0101057000151577,0.0180738569251636
-0.0107721178942055,0.0192657583254756,-0.011019282026839,0.0197077892951669,-0.0106375789633152,0.0190251125527882
-0.011310723788912,0.0202290462417426,-0.0115702461281778,0.0206931787599197,-0.0111694579114781,0.0199763681804227
-0.0118493296836189,0.0211923341580104,-0.0121212102295171,0.0216785682246733,-0.0117013368596392,0.0209276238080536
-0.0123879355783263,0.0221556220742791,-0.0126721743308553,0.0226639576894248,-0.0122332158078031,0.0218788794356898
-0.012926541473033,0.0231189099905464,-0.0132231384321931,0.0236493471541759,-0.0127650947559644,0.0228301350633212
-0.0134651473677347,0.0240821979068048,-0.0137741025335269,0.0246347366189196,-0.0132969737041216,0.0237813906909454
-0.0140037532624414,0.0250454858230722,-0.0143250666348662,0.0256201260836732,-0.0138288526522846,0.0247326463185798
-0.0145423591571488,0.0260087737393409,-0.0148760307362044,0.0266055155484247,-0.0143607316004461,0.0256839019462116
-0.0150809650518555,0.0269720616556083,-0.0154269948375429,0.0275909050131771,-0.0148926105486091,0.0266351575738461
-0.0156195709465631,0.0279353495718774,-0.0159779589388808,0.0285762944779282,-0.0154244894967723,0.0275864132014809
-0.0161581768412686,0.0288986374881426,-0.016528923040219,0.0295616839426797,-0.0159563684449341,0.0285376688291132
-0.0166967827359713,0.0298619254044027,-0.0170798871415539,0.0305470734074255,-0.0164882473930913,0.0294889244567374
-0.0172353886306775,0.0308252133206693,-0.0176308512428915,0.0315324628721761,-0.0170201263412538,0.0304401800843709
-0.0177739945253851,0.0317885012369383,-0.0181818153442306,0.0325178523369293,-0.0175520052894153,0.0313914357120028
-0.0183126004200923,0.0327517891532066,-0.0187327794455685,0.0335032418016804,-0.0180838842375783,0.0323426913396372
-0.018851206314799,0.0337150770694739,-0.0192837435469085,0.0344886312664353,-0.018615763185741,0.0332939469672712
-0.0193898122095055,0.0346783649857409,-0.0198347076482467,0.0354740207311868,-0.019147642133903,0.0342452025949039
-0.0199284181042066,0.0356416529019984,-0.0203856717495802,0.0364594101959301,-0.0196795210820603,0.0351964582225281
-0.0204670239989136,0.0366049408182663,-0.0209366358509192,0.0374447996606833,-0.0202114000302227,0.0361477138501616
-0.0210056298936208,0.0375682287345345,-0.0214875998884364,0.0384301890107949,-0.0207432789783848,0.0370989694777943
-0.0215442348604705,0.0385315149859322,-0.0220384836059717,0.0394154346638297,-0.021275157926547,0.0380502251054275
-0.0220827363593424,0.0394946160735323,-0.0225890040012022,0.0404000304426955,-0.0218070141389564,0.039001440041524
-0.0226208512547,0.0404570255523677,-0.0231387530975571,0.0413832466287078,-0.0223386579111955,0.0399522749730138
-0.0231582017150294,0.0414180677014758,-0.0236872885260054,0.0423642919740397,-0.0228697853686298,0.0409021863766235
-0.023694349881503,0.0423769594599037,-0.0242341333331901,0.0433423134339119,-0.0234000184625651,0.0418504981451739
-0.0242288415916717,0.0433328885812747,-0.024778797738871,0.0443164349693006,-0.0239289438789806,0.0427964710533548
-0.0247612158428542,0.0442850305612765,-0.0253208079891526,0.0452858092493162,-0.0244561317843481,0.0437393363008838
-0.0252910209986479,0.0452325777064464,-0.0258596998565218,0.0462496060358096,-0.024981156750192,0.0446783330455405
-0.0258178375899749,0.0461747798186455,-0.0263950393404691,0.0472070491044003,-0.0255035918652122,0.0456126978004522
-0.0263412729582243,0.0471109346442886,-0.0269264170714047,0.048157406312349,-0.0260230409519759,0.046541722023681
-0.0268609526594669,0.0480403725758799,-0.0274534465112312,0.0490999864290834,-0.0265391464722383,0.0474647663080293
-0.0273765426115128,0.0489624962073453,-0.0279757742029787,0.0500341574214993,-0.0270515559278928,0.0483812002752515
-0.0278877009757764,0.049876694176872,-0.0284930752431687,0.0509593382361864,-0.0275599358492893,0.049290427572511
-0.0283941165082446,0.050782409830048,-0.0290050421716576,0.0518749791026005,-0.028063980713633,0.0501919018531169
-0.0288955105346952,0.0516791448900101,-0.0295113939400207,0.0527805774640767,-0.0285633976473711,0.0510850994034123
-0.0293916158188883,0.0525664214925163,-0.0300118775040401,0.0536756808308876,-0.0290579308206382,0.0519695627336967
-0.0298821852562212,0.0534437977334392,-0.0305062571137422,0.054559867649227,-0.0295473406089208,0.0528448633203774
-0.0303670075518641,0.054310895757247,-0.0309943263588286,0.0554327687993455,-0.0300313938436488,0.0537105841753135
-0.0308458795193673,0.0551673523204945,-0.0314758984867443,0.0562940503547907,-0.0305098812048325,0.0545663509439189
-0.0313186124441589,0.0560128300101802,-0.0319508047987301,0.0571434106337194,-0.0309826074044069,0.0554118143851085
-0.0317850426171585,0.0568470360823156,-0.0324188976049694,0.0579805855497968,-0.0314494022032303,0.056246670068167
-0.0322450309471604,0.0576697218270323,-0.0328800433780488,0.058805336305982,-0.0319101207541406,0.0570706590111028
-0.0326984474136362,0.0584806547660561,-0.0333341329312371,0.059617467631069,-0.0323646283926808,0.0578835404125719
-0.0331451801864958,0.059279634953259,-0.0337810852362714,0.0604168346452548,-0.0328128085866505,0.0586851058814845
-0.0335851423417156,0.0600665069901898,-0.0342208292010378,0.0612033102189478,-0.0332545598166501,0.0594751738580729
-0.0340182619447999,0.060841142236996,-0.0346533107482928,0.0619767976419691,-0.0336898011874036,0.0602535996730553
-0.0344444741957787,0.061603424813169,-0.0350784916949228,0.0627372286466416,-0.0341184619530176,0.0610202567945544
-0.0348637336633626,0.0623532734773479,-0.0354963418036168,0.0634845491729797,-0.0345404804547275,0.0617750349476566
-0.0352760018742213,0.0630906194730124,-0.0359068369932438,0.0642187161758159,-0.0349558100879037,0.0625178508106641
-0.0356812495192731,0.063815410429879,-0.0363099648096541,0.0649397074162108,-0.0353644110690903,0.0632486332627306
-0.0360794594238507,0.0645276156833086,-0.0367057191446537,0.0656475120028748,-0.0357662551194444,0.0639673317394679
-0.0364706237552724,0.0652272212434615,-0.0370941135540869,0.0663421541892074,-0.0361613305891897,0.0646739254280172
-0.0368547475384786,0.0659142361177813,-0.0374751710886765,0.0670236752096632,-0.0365496330108761,0.0653684063608876
-0.037231846380812,0.0665886882385287,-0.0378489247699911,0.0676921341243565,-0.0369311661056328,0.0660507812151315
-0.0376019454165625,0.0672506225433265,-0.0382154120271793,0.0683475978760945,-0.0373059415733139,0.0667210709373968
-0.0379650719695796,0.0679000879165356,-0.0385746737121837,0.0689901395297161,-0.0376739830300315,0.0673793177593809
-0.0383212612281446,0.0685371473110078,-0.0389267578641942,0.0696198450196482,-0.0380353187281189,0.0680255722018143
-0.0386705610830971,0.0691618863675561,-0.0392717210365112,0.0702368155063819,-0.038389980596268,0.0686598913998695
-0.0390130222963916,0.0697743958684071,-0.0396096307090369,0.0708411716804295,-0.0387380071039336,0.0692823441675056
